pizza_id,order_id,order_date,order_time,day_of_week,is_weekend,month_name,quarter,time_of_day,pizza_name_id,pizza_name,pizza_category,pizza_size,pizza_ingredients,is_vegetarian,quantity,order_size,unit_price,total_price,revenue_category
46959,20628,2015-12-16,20:12:40,Wednesday,Weekday,Dec,Q4,Evening,veggie_veg_l,The Vegetables + Vegetables Pizza,Veggie,L,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,20.25,20.25,Premium
46960,20629,2015-12-16,20:29:50,Wednesday,Weekday,Dec,Q4,Evening,ckn_alfredo_s,The Chicken Alfredo Pizza,Chicken,S,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",Non-Veg,1,Small,12.75,12.75,Standard
46961,20630,2015-12-16,20:39:32,Wednesday,Weekday,Dec,Q4,Evening,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
46962,20630,2015-12-16,20:39:32,Wednesday,Weekday,Dec,Q4,Evening,ital_supr_s,The Italian Supreme Pizza,Supreme,S,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
46963,20631,2015-12-16,20:41:43,Wednesday,Weekday,Dec,Q4,Evening,ital_veggie_s,The Italian Vegetables Pizza,Veggie,S,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,12.75,12.75,Standard
46964,20631,2015-12-16,20:41:43,Wednesday,Weekday,Dec,Q4,Evening,the_greek_l,The Greek Pizza,Classic,L,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,20.5,20.5,Premium
46965,20632,2015-12-16,20:52:10,Wednesday,Weekday,Dec,Q4,Evening,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,20.75,20.75,Premium
46966,20633,2015-12-16,21:07:52,Wednesday,Weekday,Dec,Q4,Night,five_cheese_l,The Five Cheese Pizza,Veggie,L,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",Veg,1,Small,18.5,18.5,Standard
46967,20634,2015-12-16,21:19:36,Wednesday,Weekday,Dec,Q4,Night,ital_veggie_m,The Italian Vegetables Pizza,Veggie,M,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,16.75,16.75,Standard
46968,20634,2015-12-16,21:19:36,Wednesday,Weekday,Dec,Q4,Night,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,20.75,20.75,Premium
46969,20634,2015-12-16,21:19:36,Wednesday,Weekday,Dec,Q4,Night,spicy_ital_s,The Spicy Italian Pizza,Supreme,S,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,12.5,12.5,Standard
46970,20635,2015-12-16,21:37:36,Wednesday,Weekday,Dec,Q4,Night,hawaiian_l,The Hawaiian Pizza,Classic,L,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,16.5,16.5,Standard
46971,20635,2015-12-16,21:37:36,Wednesday,Weekday,Dec,Q4,Night,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
46972,20635,2015-12-16,21:37:36,Wednesday,Weekday,Dec,Q4,Night,ital_veggie_l,The Italian Vegetables Pizza,Veggie,L,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,21.0,21.0,Premium
46973,20636,2015-12-16,21:38:20,Wednesday,Weekday,Dec,Q4,Night,sicilian_s,The Sicilian Pizza,Supreme,S,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,12.25,12.25,Standard
46974,20637,2015-12-17,11:49:10,Thursday,Weekday,Dec,Q4,Morning,spinach_fet_s,The Spinach And Feta Pizza,Veggie,S,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",Veg,1,Small,12.0,12.0,Standard
46975,20638,2015-12-17,11:50:40,Thursday,Weekday,Dec,Q4,Morning,five_cheese_l,The Five Cheese Pizza,Veggie,L,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",Veg,1,Small,18.5,18.5,Standard
46976,20638,2015-12-17,11:50:40,Thursday,Weekday,Dec,Q4,Morning,hawaiian_s,The Hawaiian Pizza,Classic,S,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,10.5,10.5,Budget
46977,20639,2015-12-17,12:01:48,Thursday,Weekday,Dec,Q4,Lunch,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
46978,20640,2015-12-17,12:05:43,Thursday,Weekday,Dec,Q4,Lunch,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
46979,20640,2015-12-17,12:05:43,Thursday,Weekday,Dec,Q4,Lunch,prsc_argla_l,The Prosciutto And Arugula Pizza,Supreme,L,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,20.75,20.75,Premium
46980,20641,2015-12-17,12:13:10,Thursday,Weekday,Dec,Q4,Lunch,pepperoni_m,The Pepperoni Pizza,Classic,M,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,12.5,12.5,Standard
46981,20642,2015-12-17,12:18:09,Thursday,Weekday,Dec,Q4,Lunch,ital_cpcllo_l,The Italian Capocollo Pizza,Classic,L,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,20.5,20.5,Premium
46982,20643,2015-12-17,12:22:18,Thursday,Weekday,Dec,Q4,Lunch,soppressata_s,The Soppressata Pizza,Supreme,S,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
46983,20644,2015-12-17,12:27:16,Thursday,Weekday,Dec,Q4,Lunch,veggie_veg_m,The Vegetables + Vegetables Pizza,Veggie,M,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,16.0,16.0,Standard
46984,20645,2015-12-17,12:45:59,Thursday,Weekday,Dec,Q4,Lunch,thai_ckn_m,The Thai Chicken Pizza,Chicken,M,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,16.75,16.75,Standard
46985,20646,2015-12-17,12:48:52,Thursday,Weekday,Dec,Q4,Lunch,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
46986,20647,2015-12-17,12:55:27,Thursday,Weekday,Dec,Q4,Lunch,sicilian_l,The Sicilian Pizza,Supreme,L,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,20.25,20.25,Premium
46987,20648,2015-12-17,12:56:35,Thursday,Weekday,Dec,Q4,Lunch,brie_carre_s,The Brie Carre Pizza,Supreme,S,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",Veg,1,Small,23.65,23.65,Premium
46988,20648,2015-12-17,12:56:35,Thursday,Weekday,Dec,Q4,Lunch,ckn_pesto_l,The Chicken Pesto Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,20.75,20.75,Premium
46989,20649,2015-12-17,13:10:14,Thursday,Weekday,Dec,Q4,Lunch,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
46990,20650,2015-12-17,13:12:15,Thursday,Weekday,Dec,Q4,Lunch,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
46991,20651,2015-12-17,13:15:53,Thursday,Weekday,Dec,Q4,Lunch,mediterraneo_m,The Mediterranean Pizza,Veggie,M,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",Veg,1,Small,16.0,16.0,Standard
46992,20652,2015-12-17,13:31:46,Thursday,Weekday,Dec,Q4,Lunch,pepperoni_m,The Pepperoni Pizza,Classic,M,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,12.5,12.5,Standard
46993,20652,2015-12-17,13:31:46,Thursday,Weekday,Dec,Q4,Lunch,thai_ckn_m,The Thai Chicken Pizza,Chicken,M,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,16.75,16.75,Standard
46994,20653,2015-12-17,13:39:32,Thursday,Weekday,Dec,Q4,Lunch,peppr_salami_m,The Pepper Salami Pizza,Supreme,M,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
46995,20654,2015-12-17,13:46:55,Thursday,Weekday,Dec,Q4,Lunch,five_cheese_l,The Five Cheese Pizza,Veggie,L,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",Veg,1,Small,18.5,18.5,Standard
46996,20654,2015-12-17,13:46:55,Thursday,Weekday,Dec,Q4,Lunch,ital_veggie_m,The Italian Vegetables Pizza,Veggie,M,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,16.75,16.75,Standard
46997,20654,2015-12-17,13:46:55,Thursday,Weekday,Dec,Q4,Lunch,soppressata_l,The Soppressata Pizza,Supreme,L,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
46998,20655,2015-12-17,13:50:30,Thursday,Weekday,Dec,Q4,Lunch,prsc_argla_s,The Prosciutto And Arugula Pizza,Supreme,S,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,12.5,12.5,Standard
46999,20656,2015-12-17,13:56:08,Thursday,Weekday,Dec,Q4,Lunch,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
47000,20657,2015-12-17,14:10:56,Thursday,Weekday,Dec,Q4,Lunch,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
47001,20657,2015-12-17,14:10:56,Thursday,Weekday,Dec,Q4,Lunch,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
47002,20657,2015-12-17,14:10:56,Thursday,Weekday,Dec,Q4,Lunch,four_cheese_m,The Four Cheese Pizza,Veggie,M,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,2,Medium,14.75,29.5,Standard
47003,20658,2015-12-17,14:15:30,Thursday,Weekday,Dec,Q4,Lunch,veggie_veg_l,The Vegetables + Vegetables Pizza,Veggie,L,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,20.25,20.25,Premium
47004,20659,2015-12-17,14:39:49,Thursday,Weekday,Dec,Q4,Lunch,bbq_ckn_m,The Barbecue Chicken Pizza,Chicken,M,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,16.75,16.75,Standard
47005,20660,2015-12-17,14:42:22,Thursday,Weekday,Dec,Q4,Lunch,ckn_alfredo_m,The Chicken Alfredo Pizza,Chicken,M,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",Non-Veg,1,Small,16.75,16.75,Standard
47006,20660,2015-12-17,14:42:22,Thursday,Weekday,Dec,Q4,Lunch,ckn_pesto_l,The Chicken Pesto Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,20.75,20.75,Premium
47007,20660,2015-12-17,14:42:22,Thursday,Weekday,Dec,Q4,Lunch,ckn_pesto_m,The Chicken Pesto Pizza,Chicken,M,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,16.75,16.75,Standard
47008,20660,2015-12-17,14:42:22,Thursday,Weekday,Dec,Q4,Lunch,green_garden_m,The Green Garden Pizza,Veggie,M,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,16.0,16.0,Standard
47009,20660,2015-12-17,14:42:22,Thursday,Weekday,Dec,Q4,Lunch,ital_cpcllo_l,The Italian Capocollo Pizza,Classic,L,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,20.5,20.5,Premium
47010,20660,2015-12-17,14:42:22,Thursday,Weekday,Dec,Q4,Lunch,pepperoni_s,The Pepperoni Pizza,Classic,S,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,9.75,9.75,Budget
47011,20660,2015-12-17,14:42:22,Thursday,Weekday,Dec,Q4,Lunch,spin_pesto_m,The Spinach Pesto Pizza,Veggie,M,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,16.5,16.5,Standard
47012,20660,2015-12-17,14:42:22,Thursday,Weekday,Dec,Q4,Lunch,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
47013,20661,2015-12-17,14:46:39,Thursday,Weekday,Dec,Q4,Lunch,spinach_fet_s,The Spinach And Feta Pizza,Veggie,S,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",Veg,1,Small,12.0,12.0,Standard
47014,20662,2015-12-17,15:28:04,Thursday,Weekday,Dec,Q4,Afternoon,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
47015,20663,2015-12-17,15:29:38,Thursday,Weekday,Dec,Q4,Afternoon,pep_msh_pep_m,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,M,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,14.5,14.5,Standard
47016,20664,2015-12-17,15:32:33,Thursday,Weekday,Dec,Q4,Afternoon,prsc_argla_s,The Prosciutto And Arugula Pizza,Supreme,S,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,12.5,12.5,Standard
47017,20665,2015-12-17,16:12:43,Thursday,Weekday,Dec,Q4,Afternoon,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,2,Medium,20.75,41.5,Premium
47018,20666,2015-12-17,16:15:23,Thursday,Weekday,Dec,Q4,Afternoon,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,20.75,20.75,Premium
47019,20666,2015-12-17,16:15:23,Thursday,Weekday,Dec,Q4,Afternoon,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
47020,20666,2015-12-17,16:15:23,Thursday,Weekday,Dec,Q4,Afternoon,prsc_argla_s,The Prosciutto And Arugula Pizza,Supreme,S,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,12.5,12.5,Standard
47021,20667,2015-12-17,16:32:15,Thursday,Weekday,Dec,Q4,Afternoon,hawaiian_s,The Hawaiian Pizza,Classic,S,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,10.5,10.5,Budget
47022,20667,2015-12-17,16:32:15,Thursday,Weekday,Dec,Q4,Afternoon,pepperoni_m,The Pepperoni Pizza,Classic,M,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,12.5,12.5,Standard
47023,20667,2015-12-17,16:32:15,Thursday,Weekday,Dec,Q4,Afternoon,the_greek_xl,The Greek Pizza,Classic,XL,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,25.5,25.5,Premium
47024,20668,2015-12-17,16:42:05,Thursday,Weekday,Dec,Q4,Afternoon,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
47025,20668,2015-12-17,16:42:05,Thursday,Weekday,Dec,Q4,Afternoon,soppressata_l,The Soppressata Pizza,Supreme,L,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
47026,20669,2015-12-17,17:09:09,Thursday,Weekday,Dec,Q4,Afternoon,peppr_salami_m,The Pepper Salami Pizza,Supreme,M,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
47027,20670,2015-12-17,17:17:21,Thursday,Weekday,Dec,Q4,Afternoon,ckn_alfredo_m,The Chicken Alfredo Pizza,Chicken,M,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",Non-Veg,1,Small,16.75,16.75,Standard
47028,20671,2015-12-17,17:24:32,Thursday,Weekday,Dec,Q4,Afternoon,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
47029,20671,2015-12-17,17:24:32,Thursday,Weekday,Dec,Q4,Afternoon,ital_cpcllo_s,The Italian Capocollo Pizza,Classic,S,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,2,Medium,12.0,24.0,Standard
47030,20671,2015-12-17,17:24:32,Thursday,Weekday,Dec,Q4,Afternoon,veggie_veg_s,The Vegetables + Vegetables Pizza,Veggie,S,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,12.0,12.0,Standard
47031,20672,2015-12-17,17:35:30,Thursday,Weekday,Dec,Q4,Afternoon,ital_veggie_m,The Italian Vegetables Pizza,Veggie,M,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,16.75,16.75,Standard
47032,20672,2015-12-17,17:35:30,Thursday,Weekday,Dec,Q4,Afternoon,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
47033,20673,2015-12-17,17:58:08,Thursday,Weekday,Dec,Q4,Afternoon,mexicana_l,The Mexicana Pizza,Veggie,L,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,20.25,20.25,Premium
47034,20674,2015-12-17,18:04:02,Thursday,Weekday,Dec,Q4,Evening,bbq_ckn_m,The Barbecue Chicken Pizza,Chicken,M,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,16.75,16.75,Standard
47035,20674,2015-12-17,18:04:02,Thursday,Weekday,Dec,Q4,Evening,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
47036,20674,2015-12-17,18:04:02,Thursday,Weekday,Dec,Q4,Evening,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,20.75,20.75,Premium
47037,20674,2015-12-17,18:04:02,Thursday,Weekday,Dec,Q4,Evening,napolitana_m,The Napolitana Pizza,Classic,M,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",Non-Veg,1,Small,16.0,16.0,Standard
47038,20675,2015-12-17,18:04:07,Thursday,Weekday,Dec,Q4,Evening,hawaiian_l,The Hawaiian Pizza,Classic,L,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,16.5,16.5,Standard
47039,20675,2015-12-17,18:04:07,Thursday,Weekday,Dec,Q4,Evening,hawaiian_s,The Hawaiian Pizza,Classic,S,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,10.5,10.5,Budget
47040,20675,2015-12-17,18:04:07,Thursday,Weekday,Dec,Q4,Evening,napolitana_l,The Napolitana Pizza,Classic,L,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",Non-Veg,1,Small,20.5,20.5,Premium
47041,20675,2015-12-17,18:04:07,Thursday,Weekday,Dec,Q4,Evening,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
47042,20676,2015-12-17,18:09:08,Thursday,Weekday,Dec,Q4,Evening,four_cheese_m,The Four Cheese Pizza,Veggie,M,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,14.75,14.75,Standard
47043,20676,2015-12-17,18:09:08,Thursday,Weekday,Dec,Q4,Evening,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
47044,20676,2015-12-17,18:09:08,Thursday,Weekday,Dec,Q4,Evening,sicilian_s,The Sicilian Pizza,Supreme,S,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,12.25,12.25,Standard
47045,20676,2015-12-17,18:09:08,Thursday,Weekday,Dec,Q4,Evening,thai_ckn_s,The Thai Chicken Pizza,Chicken,S,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,12.75,12.75,Standard
47046,20677,2015-12-17,18:21:09,Thursday,Weekday,Dec,Q4,Evening,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
47047,20678,2015-12-17,18:30:15,Thursday,Weekday,Dec,Q4,Evening,veggie_veg_m,The Vegetables + Vegetables Pizza,Veggie,M,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,16.0,16.0,Standard
47048,20679,2015-12-17,18:40:52,Thursday,Weekday,Dec,Q4,Evening,cali_ckn_m,The California Chicken Pizza,Chicken,M,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,16.75,16.75,Standard
47049,20679,2015-12-17,18:40:52,Thursday,Weekday,Dec,Q4,Evening,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
47050,20680,2015-12-17,18:54:02,Thursday,Weekday,Dec,Q4,Evening,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,20.75,20.75,Premium
47051,20680,2015-12-17,18:54:02,Thursday,Weekday,Dec,Q4,Evening,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
47052,20680,2015-12-17,18:54:02,Thursday,Weekday,Dec,Q4,Evening,peppr_salami_s,The Pepper Salami Pizza,Supreme,S,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
47053,20680,2015-12-17,18:54:02,Thursday,Weekday,Dec,Q4,Evening,spinach_supr_m,The Spinach Supreme Pizza,Supreme,M,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,16.5,16.5,Standard
47054,20681,2015-12-17,19:13:47,Thursday,Weekday,Dec,Q4,Evening,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
47055,20681,2015-12-17,19:13:47,Thursday,Weekday,Dec,Q4,Evening,spin_pesto_s,The Spinach Pesto Pizza,Veggie,S,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,12.5,12.5,Standard
47056,20682,2015-12-17,19:21:24,Thursday,Weekday,Dec,Q4,Evening,mexicana_m,The Mexicana Pizza,Veggie,M,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,16.0,16.0,Standard
47057,20682,2015-12-17,19:21:24,Thursday,Weekday,Dec,Q4,Evening,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,20.75,20.75,Premium
47058,20683,2015-12-17,19:22:52,Thursday,Weekday,Dec,Q4,Evening,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
47059,20683,2015-12-17,19:22:52,Thursday,Weekday,Dec,Q4,Evening,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
47060,20683,2015-12-17,19:22:52,Thursday,Weekday,Dec,Q4,Evening,mediterraneo_l,The Mediterranean Pizza,Veggie,L,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",Veg,1,Small,20.25,20.25,Premium
47061,20683,2015-12-17,19:22:52,Thursday,Weekday,Dec,Q4,Evening,mediterraneo_s,The Mediterranean Pizza,Veggie,S,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",Veg,1,Small,12.0,12.0,Standard
